name/first,name/last,natural(4),age
Devin,Cortez,4,41
Jason,Warren,1,52
Roxie,Gill,0,46
Tillie,May,0,45
Sophie,Mullins,1,64
Albert,Ball,1,20
Randy,Armstrong,2,29
Rosa,Vega,2,47
Belle,Young,2,64
Charles,Walters,4,46
Terry,Foster,1,57
Mable,Allison,1,46
Belle,McDaniel,2,47
Noah,Sutton,3,41
Clifford,Wong,3,18
Maud,Brady,0,42
Kevin,Thompson,0,42
Birdie,Mann,2,31
Adrian,Jennings,4,31
Ellen,Gonzalez,4,46
Harvey,Warren,0,64
Harvey,Palmer,0,42
Jean,Ellis,1,59
Curtis,Horton,0,37
Helena,Vargas,3,42
Cecilia,Norman,2,18
Myrtie,Harrington,3,41
Ricky,Montgomery,2,18
Minerva,Williams,3,41
Francis,Wright,1,46
Mildred,Gibbs,1,35
Josie,Wilson,3,62
Jared,Carpenter,3,41
Mitchell,Watts,3,34
Earl,Craig,3,58
Ella,Page,2,40
Lawrence,McDaniel,2,30
Willie,Tran,3,57
Owen,Ross,3,64
Rhoda,Nash,1,58
Sallie,Gibson,2,60
Lucas,Francis,0,40
Harry,Gordon,2,59
Randy,Lucas,3,52
Rose,Harvey,0,40
Eva,Briggs,1,64
Helena,Craig,4,18
Marian,Cohen,2,31
Brent,Foster,0,51
Mina,Abbott,4,37
Frances,Knight,2,62
Jerry,Green,0,25
Winnie,Cruz,2,49
Jackson,Fuller,2,57
Bertie,Boone,4,57
Wesley,Gilbert,1,41
Amanda,Miles,3,42
Myrtle,Hunt,2,59
Blanche,Peters,1,64
Willie,Moran,0,53
Johanna,Harris,4,22
Duane,Wade,1,60
Russell,Barber,3,57
Clyde,Lane,3,18
Pearl,Andrews,0,53
Maria,Harmon,1,30
Effie,Lee,3,45
Marguerite,Williamson,1,35
Joshua,Watts,2,53
Emilie,Robbins,2,26
Leona,Hunt,0,46
Cecilia,Moreno,1,24
Wesley,Grant,4,59
Bernice,Austin,3,25
Amy,Grant,3,33
Lou,Jefferson,3,45
Cory,Kelly,0,50
Nathan,Bryan,3,23
Johanna,Silva,1,32
Elijah,West,0,53
Jason,Rodgers,4,65
Victor,White,4,23
Gabriel,Higgins,0,27
Jacob,Jones,1,38
Cecilia,Holloway,0,52
Herman,Logan,2,27
Lulu,Sanchez,4,21
Cecilia,Patterson,2,44
Hannah,Santiago,3,26
Sue,Duncan,2,25
Nannie,Hale,3,47
Leo,Reyes,4,45
Cole,Warren,1,64
Lola,Ellis,0,38
Wayne,Moody,0,25
Jeremiah,Washington,2,61
Melvin,Marsh,3,42
Hallie,Woods,4,27
Max,Hampton,3,65
Ella,Nelson,4,18
Justin,Graves,0,40
Hilda,Perez,3,35
Jesus,Boyd,0,34
Jose,Black,3,26
William,Simmons,0,43
Darrell,Owen,3,32
Dale,Tucker,0,29
Wayne,Davidson,3,37
Beatrice,Pittman,3,39
Charles,Fisher,1,33
Lenora,Palmer,0,51
Bertha,Harvey,0,23
Hannah,Hudson,3,61
Ricky,Hammond,3,29
Lucinda,Patton,1,36
Maud,Dennis,1,56
Richard,Miller,4,22
Max,Sullivan,3,20
Justin,Harris,2,36
Cordelia,Pittman,3,25
Martin,Hoffman,4,22
Jack,Abbott,0,20
Francis,Kelley,0,40
Harriett,Hunt,2,58
Stanley,Olson,0,56
Mary,Roy,3,36
Jared,Turner,1,36
Daisy,Gonzalez,1,41
Jean,Fuller,0,52
Willie,Goodwin,2,23
Lola,Beck,3,65
Arthur,Sherman,3,18
Mable,Curtis,3,39
Cameron,Lawson,4,18
Nelle,Cook,4,28
Mattie,Patrick,3,20
Rebecca,Hogan,1,19
Celia,Roy,3,32
Louis,Conner,3,40
Lester,Chandler,3,58
Ellen,Hines,1,44
Edward,West,4,39
Frank,Parker,3,47
Kate,Ruiz,0,33
Gerald,Abbott,4,59
Susan,Silva,1,21
Bill,Kennedy,0,56
Rhoda,Wilson,2,49
Josie,Hawkins,2,43
Keith,Bowen,1,29
Beatrice,Kim,3,56
Jackson,Love,2,48
Jackson,Lloyd,2,41
Phoebe,Green,2,47
Roger,Lawrence,1,50
Jeanette,Warren,0,22
Marguerite,Hawkins,0,54
Vernon,Rogers,4,28
Daniel,Henry,0,27
Lewis,Barnett,0,19
Vernon,Hamilton,3,46
Carrie,Holt,1,64
Leonard,McKenzie,4,26
Anthony,Thornton,0,46
Charles,Castillo,0,34
Juan,Berry,0,54
Warren,Sherman,3,45
Sarah,Stephens,0,62
Agnes,McCarthy,0,53
Edward,Stewart,0,60
Jessie,Rowe,1,52
Lora,Walters,4,21
Martin,Tate,3,52
Harold,Flores,3,41
Mattie,Strickland,3,65
Erik,Hopkins,0,57
Christopher,Burke,3,59
Larry,Sanders,2,47
Robert,Gibson,3,40
Alberta,Jennings,0,19
Floyd,Cross,0,20
Mabel,Waters,1,37
Frank,Figueroa,0,49
Aaron,Hodges,2,42
Angel,Ellis,0,65
Estelle,Marshall,3,18
Elnora,Atkins,2,36
Earl,Snyder,1,36
Stella,Logan,4,62
Alvin,Robertson,0,24
Bradley,Stephens,1,54
Lela,Garcia,4,26
Ronald,Simmons,0,35
Lucile,Garrett,1,37
Isabelle,Bates,3,55
Ricardo,Miller,0,47
Carrie,Hart,0,41
Charlie,Sanchez,0,26
Vernon,Wilkerson,2,65
Christopher,Smith,1,50
Winifred,Robbins,2,46
Francisco,Hill,4,46
Betty,Wilson,0,53
Jack,Farmer,3,52
Jonathan,Casey,0,49
Mike,Drake,3,63
Leroy,Ingram,1,63
Mason,Glover,4,39
Eddie,Kennedy,2,49
Fanny,Bradley,3,30
Nancy,Hansen,1,21
William,Harris,3,42
Austin,Hardy,3,41
Charlotte,Day,1,32
Isabella,Gross,4,39
Joseph,Warren,0,37
Jay,Lewis,4,53
Chester,Hayes,2,61
Christopher,Lane,3,49
Essie,Barrett,0,57
Alice,Klein,4,35
Vernon,Gilbert,1,19
Lester,Weaver,1,46
Nicholas,Garner,3,53
Jeremy,Jordan,1,65
Harriet,Sutton,4,26
Jonathan,Daniels,3,38
Winnie,Stone,0,29
Lloyd,Rice,1,55
Leona,Parker,3,49
Addie,Fernandez,1,43
Ollie,Roy,4,36
Elmer,Barnett,1,23
Ruby,Douglas,1,18
Flora,Hart,3,37
Isabelle,Sparks,3,50
Teresa,Hines,2,44
Flora,Lowe,0,47
Maude,Higgins,2,38
Daisy,Richards,4,58
Helena,Nelson,3,49
Chris,Nelson,1,38
Essie,White,2,54
Lillie,Mack,4,51
Warren,Rodriquez,0,46
William,Norton,1,33
Caroline,Jenkins,2,43
Theresa,Logan,0,47
Edwin,Holland,4,33
Leon,Jimenez,4,47
Ina,Poole,3,27
Bill,Massey,4,55
Patrick,Ray,3,36
Carl,Weaver,0,48
Rhoda,Jennings,1,47
Bobby,Allison,2,42
Polly,Cunningham,4,26
Brandon,Stewart,2,56
Michael,Casey,1,29
Christina,Peterson,0,49
Lizzie,Jimenez,1,22
Essie,Jordan,3,52
Tillie,Larson,4,64
Theresa,Keller,3,24
Alex,Hart,1,40
Ernest,Nguyen,0,42
Francis,Parks,2,56
Alejandro,Cummings,1,36
Inez,Haynes,0,47
Derek,Lowe,4,18
Ruby,Schwartz,2,22
Esther,Soto,1,40
Tony,Hicks,4,25
Jonathan,Moreno,1,42
Gilbert,Barker,3,38
Larry,Clarke,4,56
Elnora,Cooper,0,55
Jessie,Hampton,1,53
Clifford,Harris,4,40
Virgie,Hicks,4,20
Kyle,Simpson,4,18
Harold,Vargas,0,64
Lina,Campbell,3,64
Victor,Perry,2,41
Minerva,Garner,0,35
Andre,Dean,4,44
Cordelia,Chambers,2,37
Jeremy,Hall,4,63
Ronald,Wallace,3,42
Ida,Delgado,2,45
Belle,Johnston,3,35
Bill,James,3,60
Victoria,Castillo,1,25
Blanche,Gregory,2,18
Lucinda,Munoz,0,37
Jane,Patrick,4,54
Craig,Collins,0,58
Ricardo,Barnes,3,28
Johanna,Baldwin,0,19
Belle,Castro,3,41
Douglas,Cunningham,0,54
Isaac,Ballard,3,28
Kate,Meyer,2,44
Barry,Robertson,3,50
Glenn,Nichols,4,45
Herbert,Wise,4,38
Pauline,Watts,2,47
Brian,Garcia,3,26
Marion,Thompson,3,27
Dean,Blake,3,62
Dale,Porter,0,65
Jared,Tucker,2,49
Herbert,Clark,0,35
Lucinda,Murphy,1,51
Antonio,Wilkins,1,59
Ann,Todd,1,21
Leila,Boone,3,19
Irene,Park,2,22
Ola,Cruz,4,29
Nettie,Gonzales,4,38
Hannah,Gibson,1,56
Hattie,Johnston,2,24
Kyle,Harris,4,41
Nell,Ruiz,2,41
Anthony,Swanson,0,60
Mathilda,Gutierrez,2,50
Scott,Robinson,0,18
Louis,Pope,2,39
Shane,Becker,3,38
Jesse,White,3,63
Mae,Copeland,3,43
Tommy,Cain,3,64
Myra,Powers,4,33
Viola,Daniel,4,63
Gavin,Ruiz,0,53
Brandon,Hansen,4,28
Gussie,Harper,4,22
Jon,Collier,1,45
Peter,Wells,2,44
Cole,Daniels,1,23
Martha,Pierce,4,62
Viola,Ford,3,56
Steve,Hanson,1,18
Irene,Castillo,0,54
Jonathan,Lynch,3,29
Floyd,Hogan,4,24
Katie,Bradley,1,23
Lola,Nash,2,57
Ina,Norton,0,32
Roy,Olson,2,59
Edgar,Hughes,1,42
Ian,Foster,2,22
Jessie,Bradley,4,52
Vernon,Cunningham,3,21
Addie,Neal,1,54
Howard,Flores,0,36
Walter,Brock,1,22
Joshua,McLaughlin,4,42
Frederick,Lyons,2,34
Jeremy,Owens,3,34
Kathryn,Burton,2,53
Justin,Warner,4,25
Shane,Kennedy,0,61
Adelaide,Green,0,19
Luis,Williamson,2,26
Lenora,Ferguson,3,50
Cora,Parsons,0,49
Mathilda,Sanchez,0,46
Sara,Copeland,4,61
Henry,Jefferson,1,38
Stella,Perez,3,18
Catherine,Stephens,4,39
James,Richards,3,24
Joe,Olson,3,20
Isabelle,Park,0,50
Blake,Burke,3,56
Georgie,Watkins,1,32
Ronald,Collier,4,64
Ernest,Coleman,3,63
Ella,Lamb,4,44
Rodney,George,1,18
Clarence,Parks,3,23
Jackson,Carr,3,64
Scott,Day,2,60
Mittie,Barrett,4,64
Anthony,Conner,3,21
Lucille,Wolfe,4,23
Lilly,Wolfe,3,61
Antonio,Oliver,1,34
Rosalie,Yates,1,56
Cole,Sanchez,4,30
Harvey,Castro,1,24
Genevieve,Chambers,3,62
Ray,Soto,2,53
Nelle,Lee,4,31
Jason,Caldwell,4,21
Estelle,Maxwell,4,21
Michael,Norman,1,30
Elva,Pearson,2,49
Rosalie,Simmons,2,65
Harriet,Walker,2,22
Christine,Porter,0,53
Alvin,Becker,3,42
Louise,Morris,2,51
Fannie,Jennings,0,23
Andre,Schultz,4,47
Marvin,Graves,0,33
Phillip,Mason,1,41
Nannie,Moran,0,64
Agnes,Gutierrez,4,26
Theodore,Roberson,1,51
Catherine,Matthews,3,24
Violet,Kelly,2,28
Jayden,Barnett,3,64
Nathan,Morrison,0,39
George,Walsh,4,24
Joe,Barrett,0,59
Troy,Tate,0,54
Lulu,Casey,0,35
Johanna,Griffin,1,60
Jimmy,Pope,4,50
Jean,Wells,3,60
Alma,Daniel,4,19
Mitchell,Brady,0,32
Landon,Jackson,2,44
Julia,McCormick,0,65
Jane,Nichols,0,19
Don,Hanson,4,44
Cody,Hamilton,2,39
Margaret,Chambers,4,47
Dylan,Moran,3,42
Scott,Douglas,2,49
Gregory,Sparks,1,46
Ella,Thornton,1,57
Ernest,Clayton,4,56
Tom,Johnston,1,51
Jackson,Simon,3,27
Anne,Chambers,0,33
Justin,Cohen,4,48
Dennis,Clarke,1,34
Brandon,Cooper,1,20
Hunter,Delgado,0,42
Harry,Watts,4,42
Rhoda,Mendez,3,34
Luis,Beck,3,25
Walter,Cross,3,20
Millie,Shaw,0,23
Maggie,Frank,3,41
Mildred,McGuire,3,21
Jerome,Rodriquez,4,59
Ida,Allen,0,60
Mabel,Patrick,4,45
Bruce,Tran,3,28
Don,Massey,1,42
Adrian,Nelson,1,40
Roxie,Taylor,3,44
Rodney,Watson,3,37
Albert,Duncan,4,26
Marie,Evans,4,41
Leila,Blair,3,55
Stephen,Fernandez,3,27
Trevor,Conner,0,58
Jim,Love,4,34
Teresa,Reed,2,43
Chad,Bass,1,33
Ronald,Fox,2,26
Micheal,Mullins,0,28
Mabelle,Knight,0,36
Isabella,Hawkins,4,53
Carrie,Long,3,46
Jackson,Hogan,4,23
Keith,Rodriguez,0,19
Sallie,Padilla,1,42
Elsie,Fisher,2,30
Rhoda,Nichols,4,29
Justin,Flores,4,30
Tyler,Buchanan,0,22
Evan,Jimenez,1,53
Abbie,Chambers,3,23
Ethan,Thomas,4,57
Mamie,Rios,1,34
Ethan,Ramos,1,53
Alfred,Carter,1,46
Edgar,Hogan,2,21
Anne,Barber,1,28
Joshua,Gross,2,27
Robert,Osborne,0,55
Amanda,Mendoza,4,43
Bernice,Wallace,2,36
Jeffrey,Taylor,1,60
Miguel,Cooper,2,28
Bess,Watkins,0,58
Bertie,Guzman,2,54
Lucas,Owens,4,33
Albert,Spencer,3,50
Tom,Boone,1,45
Ada,Fields,3,35
Charles,Olson,1,54
Sean,McCarthy,3,62
Bernard,Parker,4,26
Clarence,Kelly,3,62
Eugene,Meyer,4,53
Ida,Olson,0,59
Lucille,Estrada,2,64
Bernice,Howard,3,48
Jackson,Kim,0,63
Herbert,Brooks,0,40
Lucas,Carson,0,55
Bill,Lindsey,0,32
Chase,Aguilar,2,44
Sophia,Glover,2,33
Cory,Pratt,2,25
Elijah,Carpenter,1,60
Seth,Weaver,2,60
James,Black,3,40
Brandon,Sparks,0,44
Christopher,Fitzgerald,0,54
Jeffery,Klein,2,31
Belle,Jensen,2,52
Douglas,Garza,3,46
Juan,Zimmerman,0,57
Chester,Patton,1,30
Jay,Fowler,3,53
Wesley,Manning,4,38
Roy,Rhodes,1,33
Adrian,Larson,0,42
Allen,Hines,2,58
Randy,Yates,1,18
Tony,Parsons,0,56
Theodore,Gonzales,3,35
Christopher,Lindsey,3,58
Annie,Potter,3,28
Isaac,Reeves,4,26
Rhoda,Bridges,4,19
Callie,Hall,0,31
Nathaniel,Horton,0,41
Floyd,Hicks,3,52
Isabel,Munoz,4,63
Lucille,Tyler,4,43
Nathaniel,Mason,4,52
Eddie,Cummings,0,45
Bessie,Lowe,0,50
Jonathan,Manning,3,29
Hattie,Barnett,2,52
Myrtie,Logan,3,59
Alex,Lucas,0,37
Alma,Dennis,1,33
Jesse,Flores,0,38
Lela,Schultz,2,28
Rebecca,Allison,0,44
Addie,Gibbs,2,29
Cole,Graves,0,46
Dominic,Cohen,1,18
Ernest,Sparks,1,60
Grace,Newton,4,35
Herbert,Norton,4,34
Eliza,Townsend,3,54
Andrew,Wright,1,42
Harold,McDonald,4,38
Polly,Park,0,53
Luella,Duncan,4,64
Craig,Coleman,2,37
Travis,Richards,0,27
Fannie,Carson,1,24
Allen,French,3,64
Ivan,Salazar,4,56
Joel,Price,3,35
Claudia,May,0,25
Andrew,Ford,1,41
Jesse,Miles,1,46
Derek,Walker,0,18
Bertie,Patterson,2,59
Janie,Buchanan,4,58
Dorothy,Flowers,4,49
Logan,Benson,0,42
Garrett,Rios,0,30
Christian,Bradley,0,29
Glenn,Sanchez,1,61
Clarence,Meyer,4,37
Sam,Ruiz,3,24
Irene,Rios,3,51
Christina,Vaughn,3,42
Jose,Anderson,2,62
Norman,Morton,2,59
Katie,Guerrero,2,46
Nell,Ingram,2,56
Caleb,Webb,3,37
Lloyd,Page,3,60
Lena,Fox,0,18
Anne,Reyes,1,42
Travis,Valdez,2,48
Mattie,Edwards,4,19
Shawn,Curtis,4,50
Betty,Cook,2,51
Georgia,Graham,4,35
Winnie,Allison,4,31
Roger,Tran,2,45
Jack,Malone,4,49
Maurice,Harrington,2,45
Julia,Neal,1,39
Kathryn,Brooks,3,48
Verna,Bass,0,27
Abbie,Bennett,0,31
Clara,Bridges,4,61
William,Stevens,0,57
Gilbert,Garza,0,60
Bruce,Nguyen,2,19
Birdie,Olson,1,61
Isabella,Frank,3,44
Eunice,Johnston,2,32
Theodore,Huff,0,40
Nelle,Griffin,3,21
Rhoda,Pierce,1,18
Antonio,Rice,3,18
Lora,Patterson,1,20
Katherine,Butler,3,30
Maurice,Dixon,2,40
Craig,Becker,4,42
Bessie,Newman,0,56
Alma,Quinn,0,48
Jim,Horton,1,28
Leonard,Kennedy,3,59
Elva,Mitchell,1,34
Verna,Hammond,1,32
Hettie,Shelton,4,36
Willie,Francis,3,45
Rosetta,Webster,1,24
Caleb,Shelton,1,44
Lola,Singleton,3,28
Ricardo,Herrera,3,59
Charlie,Jefferson,2,27
Cody,Crawford,3,21
Mildred,Carroll,2,21
Randall,Atkins,2,19
Mike,Boyd,0,27
Ethel,Knight,4,56
Ricardo,Clark,3,42
Winnie,Bradley,4,20
Linnie,Parker,2,26
Susie,Perry,3,65
Miguel,Andrews,3,25
Connor,Chambers,0,52
Oscar,Holt,0,20
Jerry,Parker,3,48
Eva,Diaz,1,34
Sadie,Rodriguez,1,38
Dean,Carter,4,34
Lucinda,Tyler,0,33
Barry,Jenkins,2,55
Frank,Watts,0,63
Brett,Foster,0,26
Georgia,Ramos,0,30
Cora,Becker,4,28
Chase,Webb,4,39
Birdie,Wade,1,18
Walter,Daniels,0,29
Sarah,Long,3,27
Mayme,Collier,0,48
Abbie,Gibson,2,31
Eliza,Hernandez,2,33
Charlie,Vaughn,2,50
Cory,Pearson,1,56
Cecelia,Hopkins,3,61
Warren,Matthews,4,36
Beulah,Garner,4,22
Andre,Alexander,0,35
Jackson,Zimmerman,2,57
Mabelle,Gonzales,1,34
Lora,George,4,35
Marie,Guzman,0,35
Devin,Potter,2,18
Nina,Farmer,0,29
Bobby,Crawford,3,25
Dean,Mitchell,0,50
Victoria,Sherman,0,55
Isaac,Lyons,4,43
Walter,Mitchell,1,63
Angel,Matthews,2,48
Eunice,Carroll,4,43
Mittie,Valdez,0,24
Todd,Mills,3,41
Aaron,Hawkins,4,57
Leonard,Patton,0,44
Phoebe,Lamb,2,21
Rodney,Todd,4,58
Jeanette,Medina,2,41
Zachary,Doyle,1,30
Ricky,Malone,0,64
Marion,Vega,3,35
Blake,Mack,0,39
Chad,Ballard,4,63
Winifred,Hart,0,52
Harriett,Richardson,4,62
Jeremiah,Rogers,1,39
Joe,Leonard,4,30
Carolyn,Rios,0,62
Barbara,Lucas,4,31
Mabel,Clarke,0,41
Genevieve,Jensen,2,46
Estelle,Dennis,3,47
Esther,Love,2,23
Caroline,Knight,4,41
Adrian,Nunez,2,54
Marcus,Baldwin,1,35
Sadie,Greer,3,26
Flora,Harrison,2,50
Leo,Quinn,0,60
Chris,Dixon,0,49
Janie,Bell,0,36
Marguerite,Simon,2,47
Stephen,Sparks,0,49
Franklin,Waters,1,62
Derrick,Rowe,0,29
Julian,Barber,0,47
Clifford,Wilkerson,0,31
Cameron,Sandoval,3,49
Violet,Swanson,1,44
Lelia,Ross,4,62
Donald,Armstrong,3,20
Nancy,Hunter,2,38
Hettie,Reynolds,2,53
Nicholas,Obrien,1,47
Albert,Nunez,0,26
Jerome,Jones,2,39
Jayden,Lee,4,26
Lillian,Webb,3,35
Helena,Mendoza,4,43
Johanna,Russell,3,33
Belle,Salazar,3,60
Dollie,Cruz,2,38
Julian,Davis,3,42
Essie,Austin,3,35
Aaron,Gibbs,4,29
Bruce,Simpson,1,51
Owen,Swanson,4,64
Steve,Armstrong,0,22
Jeff,Jackson,1,37
Eric,Gross,3,32
Sallie,Carroll,4,33
Jay,Ross,1,24
Nicholas,Maxwell,2,54
Mollie,Sanchez,3,32
Ida,Schwartz,2,54
Dustin,Reed,2,27
Austin,Lane,4,40
Mittie,Bishop,0,54
Lelia,May,1,24
Connor,Floyd,2,65
Olga,Simmons,2,58
Richard,Bryant,4,19
Mildred,Ortiz,2,35
Caroline,Washington,1,25
Randall,Graham,2,36
Bertie,Gray,1,56
Callie,Holland,4,20
Elijah,Morales,2,25
Linnie,Perez,4,50
Ruby,Porter,3,42
Cole,Yates,3,23
Alan,Brock,2,64
Eugenia,Norris,3,47
Walter,Sullivan,4,41
Frederick,Steele,3,46
Billy,May,2,36
Mattie,Patterson,4,52
Glen,Johnson,2,21
Alfred,Elliott,2,48
Ethan,Gomez,0,33
Lydia,Underwood,0,31
Alma,Alvarado,1,64
Todd,Cummings,0,24
Nathan,Ryan,1,21
Ruby,Burgess,4,62
Carrie,Evans,1,43
Ina,Baldwin,2,32
Barbara,Steele,1,35
Katharine,Holt,1,52
Jason,Williams,4,41
Russell,Hines,1,64
Edgar,Maxwell,3,23
Beatrice,Henderson,0,51
Tom,Atkins,1,18
Clayton,Reeves,3,49
Rhoda,Tran,3,23
Ronald,Gibson,2,41
Gordon,Morris,2,62
Isabelle,Brady,4,43
Clara,Lowe,2,36
Jonathan,Harper,3,27
Lena,Woods,0,57
Leila,Robinson,4,20
Ophelia,Fernandez,3,53
Joe,Buchanan,4,63
Joshua,Lambert,2,39
Nicholas,Romero,3,22
Scott,Sandoval,0,53
Oscar,Carter,4,35
Ricky,Washington,4,19
Jay,Dunn,4,18
Tyler,Moss,0,54
Pauline,Gonzales,4,53
Patrick,Joseph,4,52
Harvey,Cortez,4,39
Troy,Hawkins,4,27
Victor,Guzman,3,31
May,Drake,0,18
Billy,Sherman,3,28
Elmer,Gomez,1,25
Austin,Cortez,1,27
Lee,Chandler,3,28
Alta,Tucker,1,52
Lettie,Farmer,4,46
Charlie,Santos,0,37
Darrell,Dixon,4,21
Connor,Garrett,4,53
Hulda,Summers,0,33
Katherine,Payne,3,44
Rose,Rodriguez,0,38
Rose,Hunter,1,55
Addie,Curtis,1,62
Vernon,Webster,4,28
Manuel,Alvarez,0,42
John,Cummings,0,20
Wesley,May,4,42
Sophia,Morris,2,43
Hilda,Holland,0,54
Leila,Warren,2,48
Lida,Perez,3,43
Lawrence,Meyer,0,30
Frances,Cruz,0,29
Frederick,Underwood,1,30
Ray,Riley,1,58
Jacob,Hogan,4,36
Marcus,Jennings,2,34
Myra,Vasquez,0,61
Jeremy,Sandoval,4,26
Mary,McGee,1,27
Lelia,Collins,4,51
Henrietta,Kim,1,49
Jeremiah,Munoz,4,43
Jesse,Black,3,59
William,Reid,3,53
James,Cummings,0,36
Blake,Moss,2,42
Chester,Clarke,2,31
David,Steele,4,61
Jackson,Willis,3,38
Glenn,Guerrero,3,60
Viola,Harrison,3,20
Martin,Thompson,4,61
Myrtie,Carter,1,27
Ophelia,Phillips,0,43
Steve,Cunningham,0,63
Gavin,Page,4,26
Clarence,Herrera,4,31
Lloyd,Mills,3,19
Mary,Bates,0,30
Kevin,Pittman,3,38
Minerva,Lane,0,49
Cynthia,Griffin,4,27
Elizabeth,Colon,4,57
Isabella,Martin,4,28
Francis,Gray,4,45
Harold,Lopez,0,57
Manuel,Vasquez,0,44
Herbert,Palmer,0,27
Daisy,Lyons,1,37
Ryan,Arnold,4,45
Glenn,Gilbert,1,20
Gertrude,Welch,0,28
Georgie,Potter,2,54
Ruth,Cunningham,2,22
Clyde,Clark,0,49
Wesley,Bryant,0,60
Myrtle,Farmer,3,48
Earl,Ballard,3,34
Addie,Stone,3,36
Jim,Simon,3,26
Theresa,Watkins,2,49
Craig,French,3,38
Roy,Farmer,2,25
Antonio,Robertson,4,57
Polly,Olson,4,33
Kyle,Mitchell,1,19
Tommy,Peters,4,53
Isabella,Holmes,1,25
Effie,Hawkins,4,23
Theresa,Matthews,0,44
Lenora,Walton,1,59
Ella,Rodriquez,0,38
Jacob,Collins,4,19
Edgar,Hammond,2,42
Adrian,Woods,3,45
Lou,Ferguson,4,59
Noah,Woods,0,52
Katherine,Ramirez,0,51
Julian,McCarthy,3,28
Cornelia,Marsh,3,60
Dora,Kennedy,3,44
Caroline,James,3,24
Timothy,Singleton,4,29
Glenn,Stone,0,47
Austin,Torres,1,62
Georgia,Wise,2,52
Isabelle,Johnston,4,49
Jeremiah,Mitchell,0,52
Kyle,Warner,0,40
Bobby,Morris,4,60
Micheal,Harvey,2,36
Rena,Taylor,2,65
Kathryn,Wood,4,27
Cole,James,3,52
Douglas,Sparks,3,35
Floyd,Sims,1,31
Hattie,Johnson,4,27
Linnie,Pena,2,44
Rosetta,Steele,0,37
Allen,Mills,2,51
Lillie,Dennis,3,18
Lester,Arnold,4,55
Elnora,Sanchez,0,30
Luke,Ball,1,18
Leonard,Young,3,22
Eddie,Price,4,40
Myrtle,Hunt,3,55
Lois,Bishop,3,29
Emilie,Cohen,0,18
Derrick,Pena,0,19
Lou,Wise,0,44
Mildred,Manning,4,53
Barry,Jacobs,1,56
Adele,Sherman,2,58
Gavin,Jordan,4,50
Max,McDonald,2,22
Michael,Price,2,63
Francisco,Summers,4,59
Garrett,Butler,4,53
Olivia,Duncan,0,29
Owen,Castro,4,34
Hattie,Reeves,1,52
Alexander,Powell,1,40
Margaret,Daniels,0,19
Lizzie,Reese,1,37
Alex,Weaver,3,42
Lester,Alvarado,4,26
Connor,Stevenson,0,58
Ethel,Ruiz,1,51
Susan,Lawrence,3,37
Luella,Underwood,4,37
Leila,Martinez,3,48
Landon,Rhodes,2,34
Lydia,Andrews,1,23
Lulu,Cortez,3,27
Mittie,Evans,3,60
Belle,Peterson,4,20
Anne,Montgomery,2,56
Effie,Webster,0,45
Ada,Sandoval,2,56
Lina,Williams,2,49
Clarence,Higgins,0,46
Norman,Kim,1,28
Frank,Nelson,3,38
Ricky,Montgomery,4,65
Lydia,Norton,4,38
Sarah,Delgado,4,54
Emilie,Stewart,3,49
May,Bowen,0,24
Bradley,Snyder,4,41
Fanny,Burns,4,50
Alan,Stewart,3,56
Jackson,Rhodes,3,44
Hulda,Hampton,2,40
Gregory,White,4,34
Matthew,McLaughlin,0,56
Winnie,Rodriguez,4,33
Bobby,Nelson,0,28
Mitchell,Wheeler,3,46
Mattie,Page,3,50
Charlie,Arnold,2,42
Mabel,Washington,3,62
Nina,Sanchez,3,52
Blanche,Cobb,1,25
Lillie,Padilla,2,53
Bertie,Farmer,1,65
Milton,Holland,0,32
Linnie,Warren,4,60
Adam,Osborne,0,48
Samuel,Rodriguez,1,60
Jerry,Myers,2,37
Phillip,Simpson,4,38
Adelaide,Guzman,1,51
Francis,Bryant,1,30
Helena,Walsh,2,35
Jeffery,Walton,2,36
Maurice,Romero,2,21
Lydia,Becker,3,18
Frederick,Simon,3,37
Susie,Gordon,3,33
Jesse,Robbins,1,61
Kyle,Mendoza,0,33
Mattie,Patrick,1,27
Frank,Bryan,2,36
Harry,Snyder,4,30
Leona,Wells,3,41
Lily,McGuire,4,39
Harry,Schmidt,1,23
Sophia,Gordon,1,53
Ernest,Byrd,3,61
Barbara,Walker,3,51
Carolyn,Franklin,4,51
Steve,Hammond,2,63
Rena,Graham,2,44
Mabel,Cohen,1,33
Jennie,Hunter,3,22
Bertie,Cunningham,3,61
Leona,Banks,3,40
Rena,Pierce,4,45
Cynthia,Douglas,4,59
Frederick,Watkins,2,47
Kevin,Lopez,4,19
Rosie,Barnes,3,27
Seth,Roberson,3,21
Lillian,Richardson,3,33
Justin,Freeman,1,64
Nettie,Holland,2,21
Mitchell,Watts,3,33
Betty,Lewis,4,40
Lloyd,Castro,3,40
Jorge,Andrews,0,56
Jean,Sherman,3,62
Mamie,Cox,1,61
Blake,Nguyen,2,43
Tillie,Hunter,2,36
Mabelle,Garcia,2,57
Polly,Schwartz,3,24
Floyd,Lindsey,0,61
Mary,Schultz,4,56
Mabelle,Fletcher,1,55
Harold,Morales,4,29
Elva,Benson,2,43
Jeffrey,Wallace,1,31
Mabelle,Riley,0,54
Gavin,Hoffman,2,20
Jose,Roy,3,33
Jim,Schultz,0,40
Alejandro,Fox,4,32
Bill,Harrison,0,30
